id,full_name,mail,tel,date_naissance,adresse,numero_contrat,type_contrat,annee_inscription,prime_annuelle,profession,situation_familiale,kpi_score,sentiment
7233,Tarek Saidi,client7233@mail.tn,+21692933916,1971-04-17,"186 Rue 3, Sousse",STAR-007233,HABITATION,2017,2785.46,INFORMATICIEN,DIVORCE,99,POSITIF
7234,Emna Chaabane,client7234@mail.tn,+21698363771,2001-01-26,"155 Rue 8, Tunis",STAR-007234,RC,2017,706.16,AUTRE,MARIE,15,NEGATIF
7235,Sarra Khelil,client7235@mail.tn,+21692240592,1995-03-17,"53 Rue 7, Zaghouan",STAR-007235,VIE,2021,5978.37,EMPLOYE,MARIE,83,POSITIF
7236,Ridha Rekik,client7236@mail.tn,+21661049252,1980-08-10,"1 Rue 32, Manouba",STAR-007236,RC,2002,328.24,ENSEIGNANT,VEUF,40,NEUTRE
7237,Mounir Ayari,client7237@mail.tn,+21661395068,1995-08-21,"11 Rue 15, Zaghouan",STAR-007237,VIE,2002,2402.41,INGENIEUR,MARIE,100,POSITIF
7238,Nesrine Chaabane,client7238@mail.tn,+21696711254,1992-07-07,"198 Rue 19, Nabeul",STAR-007238,RC,2022,714.38,INFORMATICIEN,CELIBATAIRE,20,NEGATIF
7239,Hajer Dridi,client7239@mail.tn,+21693612227,1977-05-27,"28 Rue 45, Hammam-Lif",STAR-007239,RC,2017,507.08,ENSEIGNANT,VEUF,23,NEGATIF
7240,Ali Elloumi,client7240@mail.tn,+21668289126,1968-07-21,"2 Rue 44, Hammam-Lif",STAR-007240,AUTO,2010,465.52,INFORMATICIEN,DIVORCE,58,NEUTRE
7241,Samir Laabidi,client7241@mail.tn,+21692544978,1985-01-07,"179 Rue 21, Mateur",STAR-007241,AUTO,2018,799.43,AUTRE,MARIE,56,NEUTRE
7242,Rim Abidi,client7242@mail.tn,+21695299161,1972-11-04,"87 Rue 48, Manouba",STAR-007242,AUTO,2002,727.45,ENSEIGNANT,VEUF,58,NEUTRE
7243,Ines Chebbi,client7243@mail.tn,+21667055725,1996-12-19,"51 Rue 12, Sousse",STAR-007243,AUTO,2014,461.89,AUTRE,MARIE,50,NEUTRE
7244,Ridha Saidi,client7244@mail.tn,+21692541766,1977-05-17,"38 Rue 30, Sousse",STAR-007244,SANTE,2021,2139.83,INGENIEUR,VEUF,72,POSITIF
7245,Houda Boughanmi,client7245@mail.tn,+21698357818,1963-11-11,"189 Rue 45, Tunis",STAR-007245,AUTO,2013,1615.57,EMPLOYE,CELIBATAIRE,65,NEUTRE
7246,Salma Saidi,client7246@mail.tn,+21697387250,2005-12-01,"42 Rue 44, La Marsa",STAR-007246,VIE,2019,4771.31,COMMERCANT,DIVORCE,90,POSITIF
7247,Nour Chebbi,client7247@mail.tn,+21667615518,1996-02-08,"155 Rue 12, Bizerte",STAR-007247,SANTE,2010,716.38,INGENIEUR,CELIBATAIRE,61,NEUTRE
7248,Emna Nasri,client7248@mail.tn,+21663264991,1986-08-07,"107 Rue 8, Nabeul",STAR-007248,AUTO,2015,502.79,EMPLOYE,DIVORCE,49,NEUTRE
7249,Nour Hajlaoui,client7249@mail.tn,+21697167451,1998-02-23,"98 Rue 18, Sousse",STAR-007249,VIE,2023,4873.46,AUTRE,DIVORCE,76,POSITIF
7250,Houda Ayari,client7250@mail.tn,+21664943397,2004-06-05,"63 Rue 33, Mateur",STAR-007250,VOYAGE,2002,236.39,COMMERCANT,VEUF,44,NEUTRE
7251,Manel Jebali,client7251@mail.tn,+21664407090,1990-12-09,"38 Rue 48, Monastir",STAR-007251,VOYAGE,2017,513.11,MEDECIN,MARIE,51,NEUTRE
7252,Amine Nasri,client7252@mail.tn,+21693663888,1967-07-18,"93 Rue 19, Nabeul",STAR-007252,AUTO,2020,1109.38,INFORMATICIEN,CELIBATAIRE,74,POSITIF
7253,Manel Bouaziz,client7253@mail.tn,+21664536851,1967-11-21,"58 Rue 15, Sfax",STAR-007253,VIE,2005,6627.67,ETUDIANT,CELIBATAIRE,100,POSITIF
7254,Mariem Khalsi,client7254@mail.tn,+21694196161,1984-02-19,"154 Rue 8, Nabeul",STAR-007254,RC,2009,758.33,INGENIEUR,MARIE,50,NEUTRE
7255,Karim Haddad,client7255@mail.tn,+21699409845,1980-01-04,"117 Rue 32, Ben Arous",STAR-007255,RC,2021,586.21,ENSEIGNANT,CELIBATAIRE,18,NEGATIF
7256,Walid Dridi,client7256@mail.tn,+21695570970,1962-08-25,"59 Rue 11, Sfax",STAR-007256,SANTE,2023,2236.19,COMMERCANT,MARIE,75,POSITIF
7257,Omar Jebali,client7257@mail.tn,+21694267935,2000-05-20,"160 Rue 16, Manouba",STAR-007257,RC,2001,761.62,MEDECIN,VEUF,32,NEGATIF
7258,Leila Trabelsi,client7258@mail.tn,+21664333270,1983-04-14,"165 Rue 41, Sfax",STAR-007258,VIE,2022,5650.6,ETUDIANT,DIVORCE,75,POSITIF
7259,Emna Chaabane,client7259@mail.tn,+21697824818,1989-12-05,"99 Rue 41, Bizerte",STAR-007259,HABITATION,2011,4640.15,ENSEIGNANT,MARIE,97,POSITIF
7260,Zied Abidi,client7260@mail.tn,+21696586905,2002-04-07,"59 Rue 7, Monastir",STAR-007260,VIE,2019,5556.77,COMMERCANT,MARIE,94,POSITIF
7261,Sami Bouaziz,client7261@mail.tn,+21691317761,2000-02-19,"49 Rue 18, Monastir",STAR-007261,RC,2022,305.35,CHAUFFEUR,CELIBATAIRE,0,NEGATIF
7262,Zied Laabidi,client7262@mail.tn,+21663408685,1962-04-01,"151 Rue 41, Bizerte",STAR-007262,RC,2007,574.6,RETRAITE,VEUF,43,NEUTRE
7263,Nour Hajlaoui,client7263@mail.tn,+21661435634,2003-10-23,"155 Rue 7, Tunis",STAR-007263,VIE,2016,5078.19,ENSEIGNANT,VEUF,84,POSITIF
7264,Hajer Saidi,client7264@mail.tn,+21666573905,2000-12-12,"96 Rue 45, Tunis",STAR-007264,SANTE,2019,1476.4,EMPLOYE,CELIBATAIRE,57,NEUTRE
7265,Amine Tlili,client7265@mail.tn,+21697675077,1971-07-22,"44 Rue 10, Bizerte",STAR-007265,SANTE,2018,1912.21,ETUDIANT,DIVORCE,52,NEUTRE
7266,Nadia Hamdi,client7266@mail.tn,+21697093080,1997-12-28,"187 Rue 3, Ben Arous",STAR-007266,RC,2002,335.6,AUTRE,MARIE,43,NEUTRE
7267,Zied Laabidi,client7267@mail.tn,+21694458309,1976-06-09,"7 Rue 14, Nabeul",STAR-007267,SANTE,2007,2658.12,INGENIEUR,MARIE,100,POSITIF
7268,Mohamed Ayari,client7268@mail.tn,+21692362474,1983-11-04,"121 Rue 32, Monastir",STAR-007268,RC,2024,684.13,INGENIEUR,DIVORCE,25,NEGATIF
7269,Nizar Saidi,client7269@mail.tn,+21662484064,1962-12-28,"93 Rue 1, La Marsa",STAR-007269,HABITATION,2010,2303.96,MEDECIN,DIVORCE,99,POSITIF
7270,Wissem Bouaziz,client7270@mail.tn,+21661321172,1983-05-26,"141 Rue 14, Manouba",STAR-007270,AUTO,2014,1260.21,ETUDIANT,CELIBATAIRE,53,NEUTRE
7271,Lotfi Khalsi,client7271@mail.tn,+21664344584,1988-04-17,"197 Rue 36, Monastir",STAR-007271,VIE,2020,7840.47,ETUDIANT,CELIBATAIRE,84,POSITIF
7272,Tarek Boughanmi,client7272@mail.tn,+21669924092,1973-12-22,"12 Rue 20, Hammam-Lif",STAR-007272,AUTO,2005,667.55,ENSEIGNANT,CELIBATAIRE,63,NEUTRE
7273,Nizar Mejri,client7273@mail.tn,+21693518330,1992-12-06,"6 Rue 25, Mateur",STAR-007273,AUTO,2021,1999.91,RETRAITE,VEUF,47,NEUTRE
7274,Leila Gharbi,client7274@mail.tn,+21693370579,1983-10-09,"126 Rue 2, Mateur",STAR-007274,SANTE,2009,1037.31,EMPLOYE,CELIBATAIRE,67,NEUTRE
7275,Salma Tlili,client7275@mail.tn,+21692928057,2001-03-18,"181 Rue 49, Manouba",STAR-007275,SANTE,2019,1399.57,ETUDIANT,CELIBATAIRE,49,NEUTRE
7276,Nadia Sfar,client7276@mail.tn,+21697175469,1993-01-18,"37 Rue 33, Manouba",STAR-007276,VOYAGE,2022,626.12,RETRAITE,MARIE,33,NEGATIF
7277,Sarra Elloumi,client7277@mail.tn,+21692299254,1993-02-10,"198 Rue 36, Sousse",STAR-007277,VIE,2002,2835.59,INGENIEUR,CELIBATAIRE,100,POSITIF
7278,Sarra Chaabane,client7278@mail.tn,+21665548686,1988-04-02,"163 Rue 16, Sfax",STAR-007278,VOYAGE,2021,690.36,ENSEIGNANT,DIVORCE,18,NEGATIF
7279,Dhouha Mrabet,client7279@mail.tn,+21668402581,1965-12-07,"130 Rue 35, Ariana",STAR-007279,HABITATION,2009,2825.35,CHAUFFEUR,DIVORCE,90,POSITIF
7280,Mehdi Bouaziz,client7280@mail.tn,+21698757809,1974-05-07,"9 Rue 16, Sousse",STAR-007280,AUTO,2021,681.67,CHAUFFEUR,CELIBATAIRE,15,NEGATIF
7281,Salma Mzoughi,client7281@mail.tn,+21662792609,1970-06-10,"43 Rue 9, La Marsa",STAR-007281,VIE,2018,6338.97,EMPLOYE,VEUF,88,POSITIF
7282,Houda Bardi,client7282@mail.tn,+21668342092,1968-05-15,"29 Rue 27, Mateur",STAR-007282,VOYAGE,2008,573.53,ETUDIANT,VEUF,52,NEUTRE
7283,Houda Laabidi,client7283@mail.tn,+21668213895,1978-04-09,"23 Rue 1, Ariana",STAR-007283,SANTE,2000,1942.2,AUTRE,CELIBATAIRE,80,POSITIF
7284,Houda Chebbi,client7284@mail.tn,+21664771649,1995-07-01,"67 Rue 40, Manouba",STAR-007284,VIE,2024,5836.48,MEDECIN,CELIBATAIRE,93,POSITIF
7285,Fatma Elloumi,client7285@mail.tn,+21694838173,1995-12-26,"94 Rue 4, Mateur",STAR-007285,RC,2020,382.42,ETUDIANT,DIVORCE,19,NEGATIF
7286,Sirine Mrabet,client7286@mail.tn,+21668169480,2003-05-23,"68 Rue 34, Sfax",STAR-007286,AUTO,2013,422.65,COMMERCANT,VEUF,33,NEGATIF
7287,Leila Laabidi,client7287@mail.tn,+21695756265,1971-09-23,"51 Rue 36, Zaghouan",STAR-007287,VOYAGE,2015,661.56,AUTRE,VEUF,36,NEGATIF
7288,Slim Nasri,client7288@mail.tn,+21695196722,1971-08-04,"50 Rue 41, La Marsa",STAR-007288,SANTE,2020,2442.78,AUTRE,MARIE,80,POSITIF
7289,Sirine Saidi,client7289@mail.tn,+21663031260,1988-09-12,"121 Rue 18, Sfax",STAR-007289,VIE,2019,6919.21,COMMERCANT,CELIBATAIRE,90,POSITIF
7290,Ali Nasri,client7290@mail.tn,+21696515335,1999-09-26,"161 Rue 1, Ariana",STAR-007290,AUTO,2000,1830.1,CHAUFFEUR,CELIBATAIRE,73,POSITIF
7291,Houda Hamdi,client7291@mail.tn,+21665746051,1994-06-03,"40 Rue 24, Hammam-Lif",STAR-007291,SANTE,2021,1509.75,INGENIEUR,DIVORCE,60,NEUTRE
7292,Tarek Ben Ali,client7292@mail.tn,+21665741499,1981-03-17,"99 Rue 36, Zaghouan",STAR-007292,SANTE,2000,1099.86,EMPLOYE,DIVORCE,77,POSITIF
7293,Wissem Gharbi,client7293@mail.tn,+21663142770,1961-10-08,"184 Rue 36, Ben Arous",STAR-007293,RC,2021,691.99,AUTRE,CELIBATAIRE,7,NEGATIF
7294,Samir Bouaziz,client7294@mail.tn,+21691132313,1992-07-19,"64 Rue 44, Tunis",STAR-007294,AUTO,2005,637.8,INGENIEUR,MARIE,68,NEUTRE
7295,Slim Mejri,client7295@mail.tn,+21666698787,1978-03-03,"168 Rue 17, Nabeul",STAR-007295,VOYAGE,2024,390.49,COMMERCANT,MARIE,32,NEGATIF
7296,Lotfi Rekik,client7296@mail.tn,+21692370097,1995-11-27,"134 Rue 50, Ben Arous",STAR-007296,VOYAGE,2009,286.66,ETUDIANT,MARIE,44,NEUTRE
7297,Olfa Ayari,client7297@mail.tn,+21694240305,1960-08-12,"182 Rue 34, Monastir",STAR-007297,AUTO,2012,1706.62,INGENIEUR,VEUF,67,NEUTRE
7298,Mohamed Chebbi,client7298@mail.tn,+21666033940,1971-02-08,"42 Rue 11, Nabeul",STAR-007298,VIE,2020,5996.44,ETUDIANT,VEUF,79,POSITIF
7299,Yosra Ben Ali,client7299@mail.tn,+21668303019,1967-11-24,"171 Rue 31, Manouba",STAR-007299,AUTO,2024,1042.41,ENSEIGNANT,CELIBATAIRE,59,NEUTRE
7300,Chiraz Dridi,client7300@mail.tn,+21664525674,1996-01-21,"183 Rue 16, Ariana",STAR-007300,SANTE,2007,758.41,CHAUFFEUR,VEUF,53,NEUTRE
7301,Lilia Khelil,client7301@mail.tn,+21662478765,1963-06-25,"134 Rue 20, Nabeul",STAR-007301,RC,2009,574.71,MEDECIN,MARIE,49,NEUTRE
7302,Maher Chebbi,client7302@mail.tn,+21661779118,2003-09-08,"41 Rue 42, Sfax",STAR-007302,VIE,2011,5001.62,RETRAITE,DIVORCE,86,POSITIF
7303,Ali Abidi,client7303@mail.tn,+21697302429,2000-10-11,"178 Rue 4, Nabeul",STAR-007303,HABITATION,2020,3420.35,RETRAITE,VEUF,71,POSITIF
7304,Rami Hajlaoui,client7304@mail.tn,+21664885092,1973-11-10,"106 Rue 14, Nabeul",STAR-007304,VIE,2019,5209.05,ENSEIGNANT,VEUF,100,POSITIF
7305,Mehdi Sfar,client7305@mail.tn,+21699581316,2002-11-17,"95 Rue 41, Nabeul",STAR-007305,RC,2006,650.93,AUTRE,VEUF,19,NEGATIF
7306,Wissem Zouari,client7306@mail.tn,+21665803462,1975-05-18,"58 Rue 29, Tunis",STAR-007306,AUTO,2006,1234.67,MEDECIN,CELIBATAIRE,78,POSITIF
7307,Lilia Nasri,client7307@mail.tn,+21691646584,1975-02-25,"16 Rue 9, Mateur",STAR-007307,VIE,2015,7667.02,MEDECIN,CELIBATAIRE,100,POSITIF
7308,Mariem Rekik,client7308@mail.tn,+21692151362,1971-12-22,"63 Rue 42, Sfax",STAR-007308,VIE,2022,2095.06,INGENIEUR,CELIBATAIRE,77,POSITIF
7309,Khaled Tlili,client7309@mail.tn,+21693050108,1983-03-23,"139 Rue 19, Ben Arous",STAR-007309,SANTE,2024,1943.13,COMMERCANT,CELIBATAIRE,57,NEUTRE
7310,Hela Hajlaoui,client7310@mail.tn,+21691604433,1997-07-18,"161 Rue 11, Zaghouan",STAR-007310,VOYAGE,2004,503.22,EMPLOYE,VEUF,52,NEUTRE
7311,Omar Turki,client7311@mail.tn,+21668331583,2000-06-20,"3 Rue 30, Sfax",STAR-007311,RC,2018,319.97,CHAUFFEUR,CELIBATAIRE,13,NEGATIF
7312,Asma Hamdi,client7312@mail.tn,+21698907293,1988-12-03,"141 Rue 36, Monastir",STAR-007312,HABITATION,2006,4998.7,CHAUFFEUR,VEUF,90,POSITIF
7313,Sarra Rekik,client7313@mail.tn,+21666115695,1996-11-22,"97 Rue 29, Tunis",STAR-007313,SANTE,2002,1151.13,AUTRE,VEUF,79,POSITIF
7314,Nizar Elloumi,client7314@mail.tn,+21695474662,1980-09-10,"80 Rue 18, La Marsa",STAR-007314,VOYAGE,2003,531.41,EMPLOYE,CELIBATAIRE,48,NEUTRE
7315,Ahmed Laabidi,client7315@mail.tn,+21667655877,1970-12-03,"6 Rue 40, La Marsa",STAR-007315,VIE,2015,7922.75,MEDECIN,MARIE,100,POSITIF
7316,Mehdi Nasri,client7316@mail.tn,+21697894409,2001-06-14,"121 Rue 16, Zaghouan",STAR-007316,VOYAGE,2012,231.2,INGENIEUR,DIVORCE,32,NEGATIF
7317,Wafa Trabelsi,client7317@mail.tn,+21693815333,1995-02-09,"56 Rue 29, Hammam-Lif",STAR-007317,VIE,2001,7872.41,RETRAITE,CELIBATAIRE,100,POSITIF
7318,Manel Turki,client7318@mail.tn,+21664535204,2004-06-23,"199 Rue 44, Mateur",STAR-007318,AUTO,2013,657.37,ENSEIGNANT,CELIBATAIRE,39,NEGATIF
7319,Bassem Ben Ali,client7319@mail.tn,+21692536204,1964-12-20,"175 Rue 15, Tunis",STAR-007319,VIE,2009,1979.53,COMMERCANT,MARIE,95,POSITIF
7320,Amel Belhaj,client7320@mail.tn,+21695131516,1969-07-02,"144 Rue 43, Sfax",STAR-007320,AUTO,2012,1096.74,EMPLOYE,DIVORCE,64,NEUTRE
7321,Wissem Chaabane,client7321@mail.tn,+21692548336,1977-04-26,"24 Rue 27, Monastir",STAR-007321,VOYAGE,2012,429.33,ENSEIGNANT,MARIE,47,NEUTRE
7322,Ridha Chebbi,client7322@mail.tn,+21695386751,1964-05-27,"154 Rue 34, Ben Arous",STAR-007322,HABITATION,2018,3143.31,CHAUFFEUR,DIVORCE,77,POSITIF
7323,Leila Zouari,client7323@mail.tn,+21665547673,1996-10-18,"197 Rue 12, Hammam-Lif",STAR-007323,HABITATION,2023,2069.19,INGENIEUR,MARIE,81,POSITIF
7324,Maher Chebbi,client7324@mail.tn,+21698964098,1999-10-03,"171 Rue 21, Mateur",STAR-007324,HABITATION,2014,2933.91,ENSEIGNANT,DIVORCE,93,POSITIF
7325,Nour Trabelsi,client7325@mail.tn,+21692044149,1977-10-01,"75 Rue 17, Hammam-Lif",STAR-007325,HABITATION,2019,1039.58,ENSEIGNANT,DIVORCE,73,POSITIF
7326,Rim Mejri,client7326@mail.tn,+21693072638,1983-11-12,"196 Rue 9, Ben Arous",STAR-007326,RC,2003,631.04,AUTRE,MARIE,44,NEUTRE
7327,Wissem Trabelsi,client7327@mail.tn,+21693834336,1962-08-18,"169 Rue 35, Manouba",STAR-007327,RC,2011,716.5,CHAUFFEUR,VEUF,31,NEGATIF
7328,Hedi Hajlaoui,client7328@mail.tn,+21697413643,2001-06-09,"69 Rue 33, Monastir",STAR-007328,RC,2015,828.41,AUTRE,CELIBATAIRE,28,NEGATIF
7329,Omar Mansour,client7329@mail.tn,+21697548535,1998-09-19,"139 Rue 28, Manouba",STAR-007329,AUTO,2009,1924.54,ETUDIANT,VEUF,56,NEUTRE
7330,Ridha Chebbi,client7330@mail.tn,+21691344102,1979-06-18,"29 Rue 26, Manouba",STAR-007330,VIE,2010,6757.03,MEDECIN,VEUF,97,POSITIF
7331,Manel Belhaj,client7331@mail.tn,+21696336298,1990-03-28,"57 Rue 49, Mateur",STAR-007331,VOYAGE,2004,530.23,CHAUFFEUR,MARIE,42,NEUTRE
7332,Fatma Chaabane,client7332@mail.tn,+21695864003,1970-04-25,"67 Rue 45, Mateur",STAR-007332,RC,2024,516.06,ENSEIGNANT,MARIE,19,NEGATIF
7333,Slim Chaabane,client7333@mail.tn,+21697763089,1976-01-18,"61 Rue 27, Monastir",STAR-007333,VIE,2019,5504.84,AUTRE,DIVORCE,96,POSITIF
7334,Yosra Rekik,client7334@mail.tn,+21666023740,1970-03-25,"54 Rue 25, La Marsa",STAR-007334,VOYAGE,2001,596.94,EMPLOYE,VEUF,51,NEUTRE
7335,Amira Nasri,client7335@mail.tn,+21665655864,1963-09-02,"137 Rue 12, Monastir",STAR-007335,SANTE,2004,1170.2,RETRAITE,CELIBATAIRE,93,POSITIF
7336,Rania Jebali,client7336@mail.tn,+21691041694,1971-10-26,"122 Rue 48, Tunis",STAR-007336,HABITATION,2009,3522.42,MEDECIN,DIVORCE,98,POSITIF
7337,Mehdi Bardi,client7337@mail.tn,+21699441110,1983-10-03,"55 Rue 4, Bizerte",STAR-007337,SANTE,2002,2782.88,CHAUFFEUR,MARIE,79,POSITIF
7338,Mehdi Boughanmi,client7338@mail.tn,+21666186164,1984-11-13,"28 Rue 9, Ben Arous",STAR-007338,VIE,2022,4872.95,CHAUFFEUR,CELIBATAIRE,78,POSITIF
7339,Mohamed Hajlaoui,client7339@mail.tn,+21691479777,1993-03-26,"155 Rue 37, Nabeul",STAR-007339,VOYAGE,2024,255.84,EMPLOYE,CELIBATAIRE,28,NEGATIF
7340,Houda Zouari,client7340@mail.tn,+21696139018,1987-05-27,"126 Rue 19, Nabeul",STAR-007340,AUTO,2007,1191.81,RETRAITE,MARIE,91,POSITIF
7341,Tarek Ouali,client7341@mail.tn,+21697631028,1994-06-23,"171 Rue 48, Sousse",STAR-007341,VOYAGE,2009,688.03,COMMERCANT,MARIE,46,NEUTRE
7342,Nadia Ben Ali,client7342@mail.tn,+21693493466,1992-07-18,"41 Rue 44, Ariana",STAR-007342,AUTO,2020,575.83,EMPLOYE,CELIBATAIRE,47,NEUTRE
7343,Emna Hamdi,client7343@mail.tn,+21699386036,1981-12-22,"190 Rue 45, Ben Arous",STAR-007343,VOYAGE,2018,300.24,AUTRE,DIVORCE,25,NEGATIF
7344,Sonia Ben Ali,client7344@mail.tn,+21693974721,2004-01-13,"87 Rue 6, Bizerte",STAR-007344,HABITATION,2016,1291.72,MEDECIN,CELIBATAIRE,73,POSITIF
7345,Sabrine Bouaziz,client7345@mail.tn,+21663517586,1988-12-05,"50 Rue 29, Bizerte",STAR-007345,HABITATION,2023,1253.62,RETRAITE,DIVORCE,63,NEUTRE
7346,Wafa Gharbi,client7346@mail.tn,+21693372457,1992-07-10,"42 Rue 16, Sousse",STAR-007346,VIE,2024,1639.47,INFORMATICIEN,CELIBATAIRE,69,NEUTRE
7347,Manel Elloumi,client7347@mail.tn,+21696659604,1966-04-05,"75 Rue 22, Sousse",STAR-007347,AUTO,2002,809.69,EMPLOYE,CELIBATAIRE,76,POSITIF
7348,Manel Mrabet,client7348@mail.tn,+21666962288,1993-05-02,"156 Rue 19, Bizerte",STAR-007348,HABITATION,2013,3225.7,MEDECIN,VEUF,95,POSITIF
7349,Ahmed Chaabane,client7349@mail.tn,+21662673057,1987-10-17,"31 Rue 14, Mateur",STAR-007349,VIE,2017,6852.57,RETRAITE,VEUF,100,POSITIF
7350,Dhouha Mrabet,client7350@mail.tn,+21662746160,1972-04-14,"64 Rue 17, Ariana",STAR-007350,VOYAGE,2023,656.19,ETUDIANT,MARIE,17,NEGATIF
7351,Wafa Mrabet,client7351@mail.tn,+21693451863,1981-01-15,"83 Rue 7, Nabeul",STAR-007351,AUTO,2006,1413.7,EMPLOYE,CELIBATAIRE,78,POSITIF
7352,Ridha Hajlaoui,client7352@mail.tn,+21695458780,1991-01-23,"146 Rue 11, Nabeul",STAR-007352,SANTE,2000,2203.63,INGENIEUR,CELIBATAIRE,95,POSITIF
7353,Wafa Gharbi,client7353@mail.tn,+21663857271,1994-11-13,"95 Rue 16, Tunis",STAR-007353,VOYAGE,2003,577.6,RETRAITE,DIVORCE,57,NEUTRE
7354,Houda Turki,client7354@mail.tn,+21661168879,1985-03-24,"94 Rue 6, Manouba",STAR-007354,VIE,2017,6956.82,ETUDIANT,CELIBATAIRE,85,POSITIF
7355,Nesrine Hajlaoui,client7355@mail.tn,+21669672022,2000-11-22,"120 Rue 18, Mateur",STAR-007355,SANTE,2008,990.01,CHAUFFEUR,MARIE,66,NEUTRE
7356,Samir Bardi,client7356@mail.tn,+21661901111,1980-11-13,"158 Rue 10, La Marsa",STAR-007356,AUTO,2003,1941.86,INFORMATICIEN,CELIBATAIRE,75,POSITIF
7357,Sarra Saidi,client7357@mail.tn,+21667250278,2004-02-11,"183 Rue 42, Zaghouan",STAR-007357,RC,2017,484.51,MEDECIN,CELIBATAIRE,16,NEGATIF
7358,Fethi Ayari,client7358@mail.tn,+21699425305,1997-05-28,"199 Rue 37, Nabeul",STAR-007358,VIE,2005,6249.65,CHAUFFEUR,VEUF,94,POSITIF
7359,Rania Chebbi,client7359@mail.tn,+21694979945,1976-01-11,"85 Rue 21, Nabeul",STAR-007359,VIE,2004,5882.57,RETRAITE,CELIBATAIRE,100,POSITIF
7360,Nadia Hajlaoui,client7360@mail.tn,+21669151291,1969-08-04,"169 Rue 10, Manouba",STAR-007360,HABITATION,2020,2247.04,AUTRE,MARIE,94,POSITIF
7361,Radhia Nasri,client7361@mail.tn,+21669989524,1963-02-06,"5 Rue 44, Nabeul",STAR-007361,VIE,2013,7814.95,EMPLOYE,MARIE,100,POSITIF
7362,Hela Ben Ali,client7362@mail.tn,+21661193039,1984-10-27,"21 Rue 15, Ben Arous",STAR-007362,VIE,2004,6666.68,CHAUFFEUR,MARIE,100,POSITIF
7363,Hela Bouaziz,client7363@mail.tn,+21668546208,1961-09-17,"172 Rue 19, Mateur",STAR-007363,RC,2020,319.87,COMMERCANT,CELIBATAIRE,31,NEGATIF
7364,Sarra Trabelsi,client7364@mail.tn,+21694256641,1985-11-11,"15 Rue 1, Ben Arous",STAR-007364,RC,2016,795.45,AUTRE,CELIBATAIRE,31,NEGATIF
7365,Yosra Nasri,client7365@mail.tn,+21665402073,2004-08-24,"52 Rue 50, Monastir",STAR-007365,AUTO,2022,1359.89,INFORMATICIEN,CELIBATAIRE,45,NEUTRE
7366,Hatem Chebbi,client7366@mail.tn,+21665649099,1965-01-23,"76 Rue 34, Mateur",STAR-007366,AUTO,2005,660.27,ENSEIGNANT,VEUF,64,NEUTRE
7367,Tarek Mansour,client7367@mail.tn,+21662666182,2004-07-10,"90 Rue 8, Mateur",STAR-007367,RC,2002,474.79,CHAUFFEUR,DIVORCE,14,NEGATIF
7368,Nesrine Gargouri,client7368@mail.tn,+21663530893,2001-06-16,"112 Rue 24, Ariana",STAR-007368,VOYAGE,2023,271.24,ENSEIGNANT,MARIE,24,NEGATIF
7369,Karim Hamdi,client7369@mail.tn,+21693895766,1960-08-08,"20 Rue 9, La Marsa",STAR-007369,AUTO,2006,1085.15,INGENIEUR,CELIBATAIRE,85,POSITIF
7370,Asma Mrabet,client7370@mail.tn,+21692489862,1990-02-25,"164 Rue 31, Mateur",STAR-007370,HABITATION,2003,1472.49,ETUDIANT,MARIE,77,POSITIF
7371,Fatma Gargouri,client7371@mail.tn,+21699156859,1999-06-24,"6 Rue 9, Mateur",STAR-007371,VIE,2007,6299.78,COMMERCANT,VEUF,100,POSITIF
7372,Leila Gargouri,client7372@mail.tn,+21697216381,2000-07-16,"83 Rue 45, Manouba",STAR-007372,VOYAGE,2022,586.7,ENSEIGNANT,VEUF,10,NEGATIF
7373,Tarek Nasri,client7373@mail.tn,+21662961320,1981-01-07,"52 Rue 36, Bizerte",STAR-007373,SANTE,2010,1112.57,INGENIEUR,CELIBATAIRE,78,POSITIF
7374,Fethi Ouali,client7374@mail.tn,+21696212114,1972-08-21,"129 Rue 13, Bizerte",STAR-007374,RC,2007,816.45,INFORMATICIEN,DIVORCE,65,NEUTRE
7375,Sami Laabidi,client7375@mail.tn,+21666016545,1988-10-01,"152 Rue 14, Sousse",STAR-007375,HABITATION,2002,1643.92,CHAUFFEUR,VEUF,74,POSITIF
7376,Chiraz Gharbi,client7376@mail.tn,+21694949037,1988-07-02,"6 Rue 26, Zaghouan",STAR-007376,AUTO,2000,1284.08,MEDECIN,CELIBATAIRE,87,POSITIF
7377,Tarek Tlili,client7377@mail.tn,+21692470037,1994-02-16,"195 Rue 5, Ariana",STAR-007377,RC,2021,757.54,EMPLOYE,DIVORCE,18,NEGATIF
7378,Sabrine Chebbi,client7378@mail.tn,+21693441601,1990-11-20,"91 Rue 26, Zaghouan",STAR-007378,SANTE,2023,1777.86,INGENIEUR,CELIBATAIRE,55,NEUTRE
7379,Bilel Bouaziz,client7379@mail.tn,+21693050465,1964-11-02,"81 Rue 36, Mateur",STAR-007379,SANTE,2019,604.38,MEDECIN,CELIBATAIRE,59,NEUTRE
7380,Tarek Khalsi,client7380@mail.tn,+21697945781,1968-01-20,"136 Rue 35, Bizerte",STAR-007380,HABITATION,2000,3247.44,AUTRE,MARIE,100,POSITIF
7381,Fatma Laabidi,client7381@mail.tn,+21663680518,1965-03-09,"7 Rue 40, Nabeul",STAR-007381,VIE,2012,1696.6,RETRAITE,VEUF,86,POSITIF
